252	00011111100	buzz
253	00011111101	cabbage
254	00011111110	cabin
255	00011111111	cable
256	00100000000	cactus
257	00100000001	cage
258	00100000010	cake
259	00100000011	call
260	00100000100	calm
261	00100000101	camera
262	00100000110	camp
263	00100000111	can
264	00100001000	canal
265	00100001001	cancel
266	00100001010	candy
267	00100001011	cannon
268	00100001100	canoe
269	00100001101	canvas
270	00100001110	canyon
271	00100001111	capable
272	00100010000	capital
273	00100010001	captain
274	00100010010	car
275	00100010011	carbon
276	00100010100	card
277	00100010101	cargo
278	00100010110	carpet
279	00100010111	carry
280	00100011000	cart
281	00100011001	case
282	00100011010	cash
283	00100011011	casino
284	00100011100	castle
285	00100011101	casual
286	00100011110	cat
287	00100011111	catalog
288	00100100000	catch
289	00100100001	category
290	00100100010	cattle
291	00100100011	caught
292	00100100100	cause
293	00100100101	caution
294	00100100110	cave
295	00100100111	ceiling
296	00100101000	celery
297	00100101001	cement
298	00100101010	census
299	00100101011	century
300	00100101100	cereal
301	00100101101	certain
302	00100101110	chair
303	00100101111	chalk
304	00100110000	champion
305	00100110001	change
306	00100110010	chaos
307	00100110011	chapter
308	00100110100	charge
309	00100110101	chase
310	00100110110	chat
311	00100110111	cheap
312	00100111000	check
313	00100111001	cheese
314	00100111010	chef
315	00100111011	cherry
316	00100111100	chest
317	00100111101	chicken
318	00100111110	chief
319	00100111111	child
320	00101000000	chimney
321	00101000001	choice
322	00101000010	choose
323	00101000011	chronic
324	00101000100	chuckle
325	00101000101	chunk
326	00101000110	churn
327	00101000111	cigar
328	00101001000	cinnamon
329	00101001001	circle
330	00101001010	citizen
331	00101001011	city
332	00101001100	civil
333	00101001101	claim
334	00101001110	clap
335	00101001111	clarify
336	00101010000	claw
337	00101010001	clay
338	00101010010	clean
339	00101010011	clerk
340	00101010100	clever
341	00101010101	click
342	00101010110	client
343	00101010111	cliff
344	00101011000	climb
345	00101011001	clinic
346	00101011010	clip
347	00101011011	clock
348	00101011100	clog
349	00101011101	close
350	00101011110	cloth
351	00101011111	cloud
352	00101100000	clown
353	00101100001	club
354	00101100010	clump
355	00101100011	cluster
356	00101100100	clutch
357	00101100101	coach
358	00101100110	coast
359	00101100111	coconut
360	00101101000	code
361	00101101001	coffee
362	00101101010	coil
363	00101101011	coin
364	00101101100	collect
365	00101101101	color
366	00101101110	column
367	00101101111	combine
368	00101110000	come
369	00101110001	comfort
370	00101110010	comic
371	00101110011	common
372	00101110100	company
373	00101110101	concert
374	00101110110	conduct
375	00101110111	confirm
376	00101111000	congress
377	00101111001	connect
378	00101111010	consider
379	00101111011	control
380	00101111100	convince
381	00101111101	cook
382	00101111110	cool
383	00101111111	copper
384	00110000000	copy
385	00110000001	coral
386	00110000010	core
387	00110000011	corn
388	00110000100	correct
389	00110000101	cost
390	00110000110	cotton
391	00110000111	couch
392	00110001000	country
393	00110001001	couple
394	00110001010	course
395	00110001011	cousin
396	00110001100	cover
397	00110001101	coyote
398	00110001110	crack
399	00110001111	cradle
400	00110010000	craft
401	00110010001	cram
402	00110010010	crane
403	00110010011	crash
404	00110010100	crater
405	00110010101	crawl
406	00110010110	crazy
407	00110010111	cream
408	00110011000	credit
409	00110011001	creek
410	00110011010	crew
411	00110011011	cricket
412	00110011100	crime
413	00110011101	crisp
414	00110011110	critic
415	00110011111	crop
416	00110100000	cross
417	00110100001	crouch
418	00110100010	crowd
419	00110100011	crucial
420	00110100100	cruel
421	00110100101	cruise
422	00110100110	crumble
423	00110100111	crunch
424	00110101000	crush
425	00110101001	cry
426	00110101010	crystal
427	00110101011	cube
428	00110101100	culture
429	00110101101	cup
430	00110101110	cupboard
431	00110101111	curious
432	00110110000	current
433	00110110001	curtain
434	00110110010	curve
435	00110110011	cushion
436	00110110100	custom
437	00110110101	cute
438	00110110110	cycle
439	00110110111	dad
440	00110111000	damage
441	00110111001	damp
442	00110111010	dance
443	00110111011	danger
444	00110111100	daring
445	00110111101	dash
446	00110111110	daughter
447	00110111111	dawn
448	00111000000	day
449	00111000001	deal
450	00111000010	debate
451	00111000011	debris
452	00111000100	decade
453	00111000101	december
454	00111000110	decide
455	00111000111	decline
456	00111001000	decorate
457	00111001001	decrease
458	00111001010	deer
459	00111001011	defense
460	00111001100	define
461	00111001101	defy
462	00111001110	degree
463	00111001111	delay
464	00111010000	deliver
465	00111010001	demand
466	00111010010	demise
467	00111010011	denial
468	00111010100	dentist
469	00111010101	deny
470	00111010110	depart
471	00111010111	depend
472	00111011000	deposit
473	00111011001	depth
474	00111011010	deputy
475	00111011011	derive
476	00111011100	describe
477	00111011101	desert
478	00111011110	design
479	00111011111	desk
480	00111100000	despair
481	00111100001	destroy
482	00111100010	detail
483	00111100011	detect
484	00111100100	develop
485	00111100101	device
486	00111100110	devote
487	00111100111	diagram
488	00111101000	dial
489	00111101001	diamond
490	00111101010	diary
491	00111101011	dice
492	00111101100	diesel
493	00111101101	diet
494	00111101110	differ
495	00111101111	digital
496	00111110000	dignity
497	00111110001	dilemma
498	00111110010	dinner
499	00111110011	dinosaur
500	00111110100	direct
501	00111110101	dirt
502	00111110110	disagree
503	00111110111	discover
504	00111111000	disease
505	00111111001	dish
506	00111111010	dismiss
507	00111111011	disorder
508	00111111100	display
509	00111111101	distance
510	00111111110	divert
511	00111111111	divide
512	01000000000	divorce
513	01000000001	dizzy
514	01000000010	doctor
515	01000000011	document
516	01000000100	dog
517	01000000101	doll
518	01000000110	dolphin
519	01000000111	domain
520	01000001000	donate
521	01000001001	donkey
522	01000001010	donor
523	01000001011	door
524	01000001100	dose
525	01000001101	double
526	01000001110	dove
527	01000001111	draft
528	01000010000	dragon
529	01000010001	drama
530	01000010010	drastic
531	01000010011	draw
532	01000010100	dream
533	01000010101	dress
534	01000010110	drift
535	01000010111	drill
536	01000011000	drink
537	01000011001	drip
538	01000011010	drive
539	01000011011	drop
540	01000011100	drum
541	01000011101	dry
542	01000011110	duck
543	01000011111	dumb
544	01000100000	dune
545	01000100001	during
546	01000100010	dust
547	01000100011	dutch
548	01000100100	duty
549	01000100101	dwarf
550	01000100110	dynamic
551	01000100111	eager
552	01000101000	eagle
553	01000101001	early
554	01000101010	earn
555	01000101011	earth
556	01000101100	easily
557	01000101101	east
558	01000101110	easy
559	01000101111	echo
560	01000110000	ecology
561	01000110001	economy
562	01000110010	edge
563	01000110011	edit
564	01000110100	educate
565	01000110101	effort
566	01000110110	egg
567	01000110111	eight
568	01000111000	either
569	01000111001	elbow
570	01000111010	elder
571	01000111011	electric
572	01000111100	elegant
573	01000111101	element
574	01000111110	elephant
575	01000111111	elevator
576	01001000000	elite
577	01001000001	else
578	01001000010	embark
579	01001000011	embody
580	01001000100	embrace
581	01001000101	emerge
582	01001000110	emotion
583	01001000111	employ
584	01001001000	empower
585	01001001001	empty
586	01001001010	enable
587	01001001011	enact
588	01001001100	end
589	01001001101	endless
590	01001001110	endorse
591	01001001111	enemy
592	01001010000	energy
593	01001010001	enforce
594	01001010010	engage
595	01001010011	engine
596	01001010100	enhance
597	01001010101	enjoy
598	01001010110	enlist
599	01001010111	enough
600	01001011000	enrich
601	01001011001	enroll
602	01001011010	ensure
603	01001011011	enter
604	01001011100	entire
605	01001011101	entry
606	01001011110	envelope
607	01001011111	episode
608	01001100000	equal
609	01001100001	equip
610	01001100010	era
611	01001100011	erase
612	01001100100	erode
613	01001100101	erosion
614	01001100110	error
615	01001100111	erupt
616	01001101000	escape
617	01001101001	essay
618	01001101010	essence
619	01001101011	estate
620	01001101100	eternal
621	01001101101	ethics
622	01001101110	evidence
623	01001101111	evil
624	01001110000	evoke
625	01001110001	evolve
626	01001110010	exact
627	01001110011	example
628	01001110100	excess
629	01001110101	exchange
630	01001110110	excite
631	01001110111	exclude
632	01001111000	excuse
633	01001111001	execute
634	01001111010	exercise
635	01001111011	exhaust
636	01001111100	exhibit
637	01001111101	exile
638	01001111110	exist
639	01001111111	exit
640	01010000000	exotic
641	01010000001	expand
642	01010000010	expect
643	01010000011	expire
644	01010000100	explain
645	01010000101	expose
646	01010000110	express
647	01010000111	extend
648	01010001000	extra
649	01010001001	eye
650	01010001010	eyebrow
651	01010001011	fabric
652	01010001100	face
653	01010001101	faculty
654	01010001110	fade
655	01010001111	faint
656	01010010000	faith
657	01010010001	fall
658	01010010010	false
659	01010010011	fame
660	01010010100	family
661	01010010101	famous
662	01010010110	fan
663	01010010111	fancy
664	01010011000	fantasy
665	01010011001	farm
666	01010011010	fashion
667	01010011011	fat
668	01010011100	fatal
669	01010011101	father
670	01010011110	fatigue
671	01010011111	fault
672	01010100000	favorite
673	01010100001	feature
674	01010100010	february
675	01010100011	federal
676	01010100100	fee
677	01010100101	feed
678	01010100110	feel
679	01010100111	female
680	01010101000	fence
681	01010101001	festival
682	01010101010	fetch
683	01010101011	fever
684	01010101100	few
685	01010101101	fiber
686	01010101110	fiction
687	01010101111	field
688	01010110000	figure
689	01010110001	file
690	01010110010	film
691	01010110011	filter
692	01010110100	final
693	01010110101	find
694	01010110110	fine
695	01010110111	finger
696	01010111000	finish
697	01010111001	fire
698	01010111010	firm
699	01010111011	first
700	01010111100	fiscal
701	01010111101	fish
702	01010111110	fit
703	01010111111	fitness
704	01011000000	fix
705	01011000001	flag
706	01011000010	flame
707	01011000011	flash
708	01011000100	flat
709	01011000101	flavor
710	01011000110	flee
711	01011000111	flight
712	01011001000	flip
713	01011001001	float
714	01011001010	flock
715	01011001011	floor
716	01011001100	flower
717	01011001101	fluid
718	01011001110	flush
719	01011001111	fly
720	01011010000	foam
721	01011010001	focus
722	01011010010	fog
723	01011010011	foil
724	01011010100	fold
725	01011010101	follow
726	01011010110	food
727	01011010111	foot
728	01011011000	force
729	01011011001	forest
730	01011011010	forget
731	01011011011	fork
732	01011011100	fortune
733	01011011101	forum
734	01011011110	forward
735	01011011111	fossil
736	01011100000	foster
737	01011100001	found
738	01011100010	fox
739	01011100011	fragile
740	01011100100	frame
741	01011100101	frequent
742	01011100110	fresh
743	01011100111	friend
744	01011101000	fringe
745	01011101001	frog
746	01011101010	front
747	01011101011	frost
748	01011101100	frown
749	01011101101	frozen
750	01011101110	fruit
751	01011101111	fuel
752	01011110000	fun
753	01011110001	funny
754	01011110010	furnace
755	01011110011	fury
756	01011110100	future
757	01011110101	gadget
758	01011110110	gain
759	01011110111	galaxy
760	01011111000	gallery
761	01011111001	game
762	01011111010	gap
763	01011111011	garage
764	01011111100	garbage
765	01011111101	garden
766	01011111110	garlic
767	01011111111	garment
768	01100000000	gas
769	01100000001	gasp
770	01100000010	gate
771	01100000011	gather
772	01100000100	gauge
773	01100000101	gaze
774	01100000110	general
775	01100000111	genius
776	01100001000	genre
777	01100001001	gentle
778	01100001010	genuine
779	01100001011	gesture
780	01100001100	ghost
781	01100001101	giant
782	01100001110	gift
783	01100001111	giggle
784	01100010000	ginger
785	01100010001	giraffe
786	01100010010	girl
787	01100010011	give
788	01100010100	glad
789	01100010101	glance
790	01100010110	glare
791	01100010111	glass
792	01100011000	glide
793	01100011001	glimpse
794	01100011010	globe
795	01100011011	gloom
796	01100011100	glory
797	01100011101	glove
798	01100011110	glow
799	01100011111	glue
800	01100100000	goat
801	01100100001	goddess
802	01100100010	gold
803	01100100011	good
804	01100100100	goose
805	01100100101	gorilla
806	01100100110	gospel
807	01100100111	gossip
808	01100101000	govern
809	01100101001	gown
810	01100101010	grab
811	01100101011	grace
812	01100101100	grain
813	01100101101	grant
814	01100101110	grape
815	01100101111	grass
816	01100110000	gravity
817	01100110001	great
818	01100110010	green
819	01100110011	grid
820	01100110100	grief
821	01100110101	grit
822	01100110110	grocery
823	01100110111	group
824	01100111000	grow
825	01100111001	grunt
826	01100111010	guard
827	01100111011	guess
828	01100111100	guide
829	01100111101	guilt
830	01100111110	guitar
831	01100111111	gun
832	01101000000	gym
833	01101000001	habit
834	01101000010	hair
835	01101000011	half
836	01101000100	hammer
837	01101000101	hamster
838	01101000110	hand
839	01101000111	happy
840	01101001000	harbor
841	01101001001	hard
842	01101001010	harsh
843	01101001011	harvest
844	01101001100	hat
845	01101001101	have
846	01101001110	hawk
847	01101001111	hazard
848	01101010000	head
849	01101010001	health
850	01101010010	heart
851	01101010011	heavy
852	01101010100	hedgehog
853	01101010101	height
854	01101010110	hello
855	01101010111	helmet
856	01101011000	help
857	01101011001	hen
858	01101011010	hero
859	01101011011	hidden
860	01101011100	high
861	01101011101	hill
862	01101011110	hint
863	01101011111	hip
864	01101100000	hire
865	01101100001	history
866	01101100010	hobby
867	01101100011	hockey
868	01101100100	hold
869	01101100101	hole
870	01101100110	holiday
871	01101100111	hollow
872	01101101000	home
873	01101101001	honey
874	01101101010	hood
875	01101101011	hope
876	01101101100	horn
877	01101101101	horror
878	01101101110	horse
879	01101101111	hospital
880	01101110000	host
881	01101110001	hotel
882	01101110010	hour
883	01101110011	hover
884	01101110100	hub
885	01101110101	huge
886	01101110110	human
887	01101110111	humble
888	01101111000	humor
889	01101111001	hundred
890	01101111010	hungry
891	01101111011	hunt
892	01101111100	hurdle
893	01101111101	hurry
894	01101111110	hurt
895	01101111111	husband
896	01110000000	hybrid
897	01110000001	ice
898	01110000010	icon
899	01110000011	idea
900	01110000100	identify
901	01110000101	idle
902	01110000110	ignore
903	01110000111	ill
904	01110001000	illegal
905	01110001001	illness
906	01110001010	image
907	01110001011	imitate
908	01110001100	immense
909	01110001101	immune
910	01110001110	impact
911	01110001111	impose
912	01110010000	improve
913	01110010001	impulse
914	01110010010	inch
915	01110010011	include
916	01110010100	income
917	01110010101	increase
918	01110010110	index
919	01110010111	indicate
920	01110011000	indoor
921	01110011001	industry
922	01110011010	infant
923	01110011011	inflict
924	01110011100	inform
925	01110011101	inhale
926	01110011110	inherit
927	01110011111	initial
928	01110100000	inject
929	01110100001	injury
930	01110100010	inmate
931	01110100011	inner
932	01110100100	innocent
933	01110100101	input
934	01110100110	inquiry
935	01110100111	insane
936	01110101000	insect
937	01110101001	inside
938	01110101010	inspire
939	01110101011	install
940	01110101100	intact
941	01110101101	interest
942	01110101110	into
943	01110101111	invest
944	01110110000	invite
945	01110110001	involve
946	01110110010	iron
947	01110110011	island
948	01110110100	isolate
949	01110110101	issue
950	01110110110	item
951	01110110111	ivory
952	01110111000	jacket
953	01110111001	jaguar
954	01110111010	jar
955	01110111011	jazz
956	01110111100	jealous
957	01110111101	jeans
958	01110111110	jelly
959	01110111111	jewel
960	01111000000	job
961	01111000001	join
962	01111000010	joke
963	01111000011	journey
964	01111000100	joy
965	01111000101	judge
966	01111000110	juice
967	01111000111	jump
968	01111001000	jungle
969	01111001001	junior
970	01111001010	junk
971	01111001011	just
972	01111001100	kangaroo
973	01111001101	keen
974	01111001110	keep
975	01111001111	ketchup
976	01111010000	key
977	01111010001	kick
978	01111010010	kid
979	01111010011	kidney
980	01111010100	kind
981	01111010101	kingdom
982	01111010110	kiss
983	01111010111	kit
984	01111011000	kitchen
985	01111011001	kite
986	01111011010	kitten
987	01111011011	kiwi
988	01111011100	knee
989	01111011101	knife
990	01111011110	knock
991	01111011111	know
992	01111100000	lab
993	01111100001	label
994	01111100010	labor
995	01111100011	ladder
996	01111100100	lady
997	01111100101	lake
998	01111100110	lamp
999	01111100111	language
1000	01111101000	laptop
1001	01111101001	large
1002	01111101010	later
1003	01111101011	latin
1004	01111101100	laugh
1005	01111101101	laundry
1006	01111101110	lava
1007	01111101111	law
1008	01111110000	lawn
1009	01111110001	lawsuit
1010	01111110010	layer
1011	01111110011	lazy
1012	01111110100	leader
1013	01111110101	leaf
1014	01111110110	learn
1015	01111110111	leave
1016	01111111000	lecture
1017	01111111001	left
1018	01111111010	leg
1019	01111111011	legal
1020	01111111100	legend
1021	01111111101	leisure
1022	01111111110	lemon
1023	01111111111	lend
1024	10000000000	length
1025	10000000001	lens
1026	10000000010	leopard
1027	10000000011	lesson
1028	10000000100	letter
1029	10000000101	level
1030	10000000110	liar
1031	10000000111	liberty
1032	10000001000	library
1033	10000001001	license
1034	10000001010	life
1035	10000001011	lift
1036	10000001100	light
1037	10000001101	like
1038	10000001110	limb
1039	10000001111	limit
1040	10000010000	link
1041	10000010001	lion
1042	10000010010	liquid
1043	10000010011	list
1044	10000010100	little
1045	10000010101	live
1046	10000010110	lizard
1047	10000010111	load
1048	10000011000	loan
1049	10000011001	lobster
1050	10000011010	local
1051	10000011011	lock
1052	10000011100	logic
1053	10000011101	lonely
1054	10000011110	long
1055	10000011111	loop
1056	10000100000	lottery
1057	10000100001	loud
1058	10000100010	lounge
1059	10000100011	love
1060	10000100100	loyal
1061	10000100101	lucky
1062	10000100110	luggage
1063	10000100111	lumber
1064	10000101000	lunar
1065	10000101001	lunch
1066	10000101010	luxury
1067	10000101011	lyrics
1068	10000101100	machine
1069	10000101101	mad
1070	10000101110	magic
1071	10000101111	magnet
1072	10000110000	maid
1073	10000110001	mail
1074	10000110010	main
1075	10000110011	major
1076	10000110100	make
1077	10000110101	mammal
1078	10000110110	man
1079	10000110111	manage
1080	10000111000	mandate
1081	10000111001	mango
1082	10000111010	mansion
1083	10000111011	manual
1084	10000111100	maple
1085	10000111101	marble
1086	10000111110	march
1087	10000111111	margin
1088	10001000000	marine
1089	10001000001	market
1090	10001000010	marriage
1091	10001000011	mask
1092	10001000100	mass
1093	10001000101	master
1094	10001000110	match
1095	10001000111	material
1096	10001001000	math
1097	10001001001	matrix
1098	10001001010	matter
1099	10001001011	maximum
1100	10001001100	maze
1101	10001001101	meadow
1102	10001001110	mean
1103	10001001111	measure
1104	10001010000	meat
1105	10001010001	mechanic
1106	10001010010	medal
1107	10001010011	media
1108	10001010100	melody
1109	10001010101	melt
1110	10001010110	member
1111	10001010111	memory
1112	10001011000	mention
1113	10001011001	menu
1114	10001011010	mercy
1115	10001011011	merge
1116	10001011100	merit
1117	10001011101	merry
1118	10001011110	mesh
1119	10001011111	message
1120	10001100000	metal
1121	10001100001	method
1122	10001100010	middle
1123	10001100011	midnight
1124	10001100100	milk
1125	10001100101	million
1126	10001100110	mimic
1127	10001100111	mind
1128	10001101000	minimum
1129	10001101001	minor
1130	10001101010	minute
1131	10001101011	miracle
1132	10001101100	mirror
1133	10001101101	misery
1134	10001101110	miss
1135	10001101111	mistake
1136	10001110000	mix
1137	10001110001	mixed
1138	10001110010	mixture
1139	10001110011	mobile
1140	10001110100	model
1141	10001110101	modify
1142	10001110110	mom
1143	10001110111	moment
1144	10001111000	monitor
1145	10001111001	monkey
1146	10001111010	monster
1147	10001111011	month
1148	10001111100	moon
1149	10001111101	moral
1150	10001111110	more
1151	10001111111	morning
1152	10010000000	mosquito
1153	10010000001	mother
1154	10010000010	motion
1155	10010000011	motor
1156	10010000100	mountain
1157	10010000101	mouse
1158	10010000110	move
1159	10010000111	movie
1160	10010001000	much
1161	10010001001	muffin
1162	10010001010	mule
1163	10010001011	multiply
1164	10010001100	muscle
1165	10010001101	museum
1166	10010001110	mushroom
1167	10010001111	music
1168	10010010000	must
1169	10010010001	mutual
1170	10010010010	myself
1171	10010010011	mystery
1172	10010010100	myth
1173	10010010101	naive
1174	10010010110	name
1175	10010010111	napkin
1176	10010011000	narrow
1177	10010011001	nasty
1178	10010011010	nation
1179	10010011011	nature
1180	10010011100	near
1181	10010011101	neck
1182	10010011110	need
1183	10010011111	negative
1184	10010100000	neglect
1185	10010100001	neither
1186	10010100010	nephew
1187	10010100011	nerve
1188	10010100100	nest
1189	10010100101	net
1190	10010100110	network
1191	10010100111	neutral
1192	10010101000	never
1193	10010101001	news
1194	10010101010	next
1195	10010101011	nice
1196	10010101100	night
1197	10010101101	noble
1198	10010101110	noise
1199	10010101111	nominee
1200	10010110000	noodle
1201	10010110001	normal
1202	10010110010	north
1203	10010110011	nose
1204	10010110100	notable
1205	10010110101	note
1206	10010110110	nothing
1207	10010110111	notice
1208	10010111000	novel
1209	10010111001	now
1210	10010111010	nuclear
1211	10010111011	number
1212	10010111100	nurse
1213	10010111101	nut
1214	10010111110	oak
1215	10010111111	obey
1216	10011000000	object
1217	10011000001	oblige
1218	10011000010	obscure
1219	10011000011	observe
1220	10011000100	obtain
1221	10011000101	obvious
1222	10011000110	occur
1223	10011000111	ocean
1224	10011001000	october
1225	10011001001	odor
1226	10011001010	off
1227	10011001011	offer
1228	10011001100	office
1229	10011001101	often
1230	10011001110	oil
1231	10011001111	okay
1232	10011010000	old
1233	10011010001	olive
1234	10011010010	olympic
1235	10011010011	omit
1236	10011010100	once
1237	10011010101	one
1238	10011010110	onion
1239	10011010111	online
1240	10011011000	only
1241	10011011001	open
1242	10011011010	opera
1243	10011011011	opinion
1244	10011011100	oppose
1245	10011011101	option
1246	10011011110	orange
1247	10011011111	orbit
1248	10011100000	orchard
1249	10011100001	order
1250	10011100010	ordinary
1251	10011100011	organ
1252	10011100100	orient
1253	10011100101	original
1254	10011100110	orphan
1255	10011100111	ostrich
1256	10011101000	other
1257	10011101001	outdoor
1258	10011101010	outer
1259	10011101011	output
1260	10011101100	outside
1261	10011101101	oval
1262	10011101110	oven
1263	10011101111	over
1264	10011110000	own
1265	10011110001	owner
1266	10011110010	oxygen
1267	10011110011	oyster
1268	10011110100	ozone
1269	10011110101	pact
1270	10011110110	paddle
1271	10011110111	page
1272	10011111000	pair
1273	10011111001	palace
1274	10011111010	palm
1275	10011111011	panda
1276	10011111100	panel
1277	10011111101	panic
1278	10011111110	panther
1279	10011111111	paper
1280	10100000000	parade
1281	10100000001	parent
1282	10100000010	park
1283	10100000011	parrot
1284	10100000100	party
1285	10100000101	pass
1286	10100000110	patch
1287	10100000111	path
1288	10100001000	patient
1289	10100001001	patrol
1290	10100001010	pattern
1291	10100001011	pause
1292	10100001100	pave
1293	10100001101	payment
1294	10100001110	peace
1295	10100001111	peanut
1296	10100010000	pear
1297	10100010001	peasant
1298	10100010010	pelican
1299	10100010011	pen
1300	10100010100	penalty
1301	10100010101	pencil
1302	10100010110	people
1303	10100010111	pepper
1304	10100011000	perfect
1305	10100011001	permit
1306	10100011010	person
1307	10100011011	pet
1308	10100011100	phone
1309	10100011101	photo
1310	10100011110	phrase
1311	10100011111	physical
1312	10100100000	piano
1313	10100100001	picnic
1314	10100100010	picture
1315	10100100011	piece
1316	10100100100	pig
1317	10100100101	pigeon
1318	10100100110	pill
1319	10100100111	pilot
1320	10100101000	pink
1321	10100101001	pioneer
1322	10100101010	pipe
1323	10100101011	pistol
1324	10100101100	pitch
1325	10100101101	pizza
1326	10100101110	place
1327	10100101111	planet
1328	10100110000	plastic
1329	10100110001	plate
1330	10100110010	play
1331	10100110011	please
1332	10100110100	pledge
1333	10100110101	pluck
1334	10100110110	plug
1335	10100110111	plunge
1336	10100111000	poem
1337	10100111001	poet
1338	10100111010	point
1339	10100111011	polar
